table_type,ai_response,archived,completed,completed_at,created_at,date,day_start_hour,description,due_date,frequency_days,habit_id,hp,hp_lost,id,is_bad_habit,is_for_today,level,max_hp,metric_id,mood_score,notes,priority,sort_order,status,title,updated_at,user_id,value,xp,xp_earned,xp_reward
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-10,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,e972576d-da5e-4c88-be7a-054c87372219,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-11,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,c746e827-5a38-49c1-bcfb-d3e6a4b8dbfc,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-12,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,9b286933-e483-48cf-9ccd-3dadd4781525,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-13,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,d0036ba1-02c7-4125-929d-2ade47a38427,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-14,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,32484c69-521a-4c2c-81c3-8ac2c8ca76ac,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-15,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,40ce9ca6-bc1b-4b8a-b0cb-d6a7f175699e,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-16,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,145a9f40-bf1e-4e4e-b34e-eb693d6f5e98,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-17,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,a2c92270-6571-41f5-b352-8facbd25a423,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-18,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,34579bf3-18ec-4639-924d-0495349306ce,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-19,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,f0390c82-9bef-4327-8b12-f26e23d8961d,,,,,,,,,,partial,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-20,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,f6714deb-b513-41e1-acda-82cb9dd39ce0,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-21,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,ead1937d-1a11-4020-b797-daecaa49ebdf,,,,,,,,,,partial,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-22,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,92c7549e-d9ec-4a62-aa4e-8c64ed5fe5ba,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-23,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,857afdca-2633-407a-a15c-3ae85385ffcb,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-24,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,0bbd272f-3029-4387-8298-fb3ea62064a1,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-25,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,ece1136c-b63b-44ee-ba4e-707afa402339,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-27,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,1a9f79b5-e14e-43cc-9471-098bca0485f4,,,,,,,,,,partial,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-28,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,e09ee5ed-909e-453a-8b9a-d3aeca513dc7,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-29,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,c81af6c4-f476-498d-a42c-a300aac60de8,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-30,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,d2849b8a-63ce-4ff9-bcb7-0bf326aa800f,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-31,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,1dd46122-fdb5-4593-b32e-8abed66f2448,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-01,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,5f849b6c-048f-47c7-b4d7-966949b3405c,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-02,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,8b6c338e-6d77-46d6-b386-d11ac7b1abf5,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-03,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,5f7af8db-faf5-4fd0-9df5-e63e920a5ceb,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-04,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,24294d62-ceda-4bc9-87be-cc97af4d6d60,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-05,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,5af0ae06-c1ef-463d-8037-a56425a51cc7,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-06,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,8523a03b-3557-4ac2-b5c4-b06b03f428bf,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-07,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,50dbb5a9-418b-49d0-8fe1-fb2372827b10,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-08,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,ff780625-d7ea-40ec-9ae7-cf020b20c5d9,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-09,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,123d323e-b9e3-46ae-baa9-a1aacacadea5,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-10,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,a8a2a1f4-253f-46b2-8b04-8a6d276edbfe,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-12,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,56d5e48c-640d-43e6-a1f8-6f006026f215,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-13,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,c03e4b88-82b7-4409-a2f9-99924a5e09ca,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-14,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,447a8a1d-acd4-457a-a40d-624b11de1caf,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-15,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,58f2c4ed-f5f9-4c90-a816-16560d652889,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-16,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,aa4d6d74-c833-4bfb-b47b-c44bad2b9560,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-17,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,c21b8ced-60bf-414a-ab85-8318fd800af0,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-19,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,ccc52ea9-b4d3-4bff-b4d9-670e62f1e50f,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-20,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,3dec810a-878d-45da-951e-330587e704e0,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-21,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,0d323ba9-d794-438d-b3b9-b95446e737b7,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-22,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,ec54804b-9a12-446e-a447-1c8d5f861ab7,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-23,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,0c7dfca2-ff9e-4413-b726-5e9b6e01141c,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-24,,,,,149f2009-be27-4f69-b664-7a43bd8faacc,,,da316b83-d876-494f-bc92-e071a645c307,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-01,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,d4359762-69b4-424e-9a51-faf6a7cd549a,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-02,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,485dc681-ca75-41e4-bc32-ec0f09b60bca,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-03,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,2a9f72c0-669c-45b4-96cb-efdc50bb5155,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-04,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,f2011936-ac12-4892-891e-11a50a5e8d7b,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-05,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,2d9df5e3-00ab-4db1-ad0f-82091a1e2352,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-06,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,079aff0f-e3a3-4076-9abf-31a438b05eb6,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-08,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,ea3add48-ddbe-4924-9448-995565354ac0,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-09,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,baef5e20-b290-4540-9488-ba98b1af35f7,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-10,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,5b9480ff-2e49-4f69-a6d2-dabeb8f89d43,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-11,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,d09bbd2b-681a-4f68-8f54-94ac49e857a4,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-12,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,2baec6a9-8f58-4d4b-b4a3-ed9a80a83bba,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-13,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,9e509d2d-ee38-4ad9-b4e1-67b1ae816ec0,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-14,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,fc47d251-9bae-4fe1-aa2b-b309b09845dd,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-15,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,d6e4a936-db06-4f27-ad6f-812e4f8efd30,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-16,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,2f444d4d-9f68-41b6-90ec-f3571c849655,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-17,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,a316957d-195c-483e-a1ce-d3270093116f,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-18,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,c1572fb9-2bbf-4777-8053-093f41797569,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-19,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,23a4814c-caaf-4b68-a374-16b481baa48e,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-20,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,34b6d727-e817-422a-9026-04495a2a503f,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-21,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,6936633d-3f5a-40ec-bfda-54707e03664a,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-22,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,415a88c1-fa28-4780-8eb7-25d2a8707bee,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-23,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,ab908f4b-53c2-4311-b192-4770089666b3,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-24,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,29291d76-6c7e-4718-bfb2-ee60ced5db0d,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-25,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,dd8cc39c-a828-4db1-878f-92067e439fee,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-26,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,9619908c-bcdd-468d-86db-bb285c21b214,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-27,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,b145703f-ecda-4755-9e89-96dbde93dd58,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-28,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,c3f99745-e685-476a-918c-4988d99ac276,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-29,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,32e2324d-a01d-40ce-9da6-61e8670f766f,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-30,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,0b7499be-4344-4628-801a-e6e140613cb6,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2025-12-31,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,0790bc1c-f3e2-49b2-9ef5-aa5465b716fb,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-01,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,9d3d5ef0-70b1-474b-a82e-4712bea61f30,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-02,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,7359a804-16c4-4df1-9685-6dd378592b1a,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-03,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,dece0f3d-0559-46f5-9c40-19511f00d194,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-04,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,986d33bd-88df-496f-9fce-2c41bce6c55a,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-05,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,dc7dc5e7-6e54-4eed-9f6e-5b4b8e1691a7,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-06,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,0f6df7eb-45c1-4f63-a6c3-00728fcdbaef,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-07,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,8786f9a5-d726-452a-8b22-39094c72a918,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-08,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,325649a1-1880-42fa-8d56-ec4a758b4db2,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-09,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,066d372c-7c0f-4396-af62-0a626659fa13,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-10,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,60ef1688-7f02-4806-84af-ce86db9ce6a1,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-11,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,671f6a34-5c68-4e82-ad69-7c2e40e85f8c,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-12,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,e892df8e-c670-41f7-8baf-9001321c0112,,,,,,,,,,completed,,,,,,,
habit_logs,,,,,2026-01-26T07:51:29.361186+00:00,2026-01-13,,,,,20b143ad-0d1a-4899-988e-24c61b10811e,,,bf95d182-fe69-4303-8839-d032f0765c02,,,,,,,,,,completed,,,,,,,
